Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,RRH RIEDMAN CAMP 9,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.201924,-77.574537,06/18/2023,173960,2023-06-18 00:13:31,,,,01/27/2021,J1772
ELEC,HVCC Garage Level 2,80 Vandenburgh Ave,,Troy,NY,12180,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,8,,,LIVINGSTON,https://www.solution.energy,GPS,42.694870,-73.685900,07/12/2022,223137,2023-02-14 15:54:11,P,,,12/18/2021,J1772
ELEC,BURNS MGT SCH COMM BLDG 3,1 broom shop lane,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741644,-73.787651,06/18/2023,174713,2023-06-18 00:16:41,,,,01/27/2021,J1772
ELEC,Boiler Sidewalk,2157 Main St Buffalo,,Buffalo,NY,14214,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.928012,-78.847579,06/18/2023,202632,2023-06-18 01:24:30,,,,12/13/2021,J1772
ELEC,VILLAGE STATION VILLAGE OF LG,15-21 James St,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.424217,-73.715238,06/18/2023,162369,2023-06-18 00:09:19,,,,06/12/2020,J1772
ELEC,GGMC Belltel Car Park - Tesla Destination,356 Bridge St,,Brooklyn,NY,11201,,718-643-1385  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.692579,-73.985252,10/06/2022,114901,2023-01-18 15:15:20,P,,,03/21/2017,J1772 TESLA
ELEC,Cafe Crust - Tesla Supercharger,850 County Road 39,,Southampton,NY,11968,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,40.891909,-72.426995,10/03/2022,102343,2022-12-01 17:40:26,P,,,06/01/2016,TESLA
ELEC,NATIONAL GRID KOHLS HUDSON,488 Fairview Ave,,Hudson,NY,12534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.281075,-73.751372,06/18/2023,162177,2023-06-18 00:12:06,,,,06/12/2020,J1772
ELEC,TOWN SAND LAKE SAND LAKE,8428 Miller Hill Rd,,Averill Park,NY,12018,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.638393,-73.541670,06/18/2023,149114,2023-06-18 00:16:36,,,,11/13/2019,J1772
ELEC,Town of Lloyd Municipal Parking Lot - Tesla Destination,39 Main St,,Highland,NY,12528,,845-691-2144  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.720382,-73.963884,10/06/2022,114950,2023-01-18 15:15:20,P,,,08/24/2018,J1772 TESLA
ELEC,STRONG MUSEUM STRONG L1 #3,1 Manhattan Square Dr,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.151953,-77.600919,06/18/2023,174554,2023-06-18 00:16:06,,,,01/27/2021,J1772
ELEC,PUBLIC RESTROOM WOODSTOCK COMMU,56 Rock City Rd Woodstock Community Ctr.,,Woodstock,NY,12498,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.044798,-74.118166,06/18/2023,162253,2023-06-18 00:11:29,,,,06/12/2020,J1772
ELEC,ULSTER COUNTY DSS 3,1 Development Court,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.948007,-73.996330,06/18/2023,180146,2023-06-18 00:09:17,,,,01/27/2021,J1772
ELEC,SIENA COLLEGE MORRELL EVSE2,Friars Dr,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.719990,-73.750810,06/18/2023,194627,2023-06-18 00:24:49,,,,08/28/2021,J1772
ELEC,HUNTER MOUNTAIN HUNTER,82 Liftside Dr,,Hunter,NY,12442,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.205127,-74.212669,06/18/2023,162317,2023-06-18 00:10:01,,,,06/12/2020,J1772
ELEC,Home2 Suites by Hilton Oswego - Tesla Destination,252 NY-104,,Oswego,NY,13126,,315-343-2000  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,43.460210,-76.482239,10/06/2022,115206,2023-01-18 15:15:20,P,,,05/17/2018,J1772 TESLA
ELEC,City Square,50 Main Street,,White Plains,NY,10606,,800-663-5633,E,,Public,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,41.031399,-73.773595,06/18/2023,195437,2023-06-18 00:01:34,,,,02/29/2016,J1772
ELEC,Moreau Recreational Park,19 Jan Avenue,,Moreau,NY,12828,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.271655,-73.627399,06/18/2023,230810,2023-06-18 01:24:09,,,,09/30/2022,J1772
ELEC,ADELPHI UNIV STATION 03,1 South Ave,,Garden City,NY,11530,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.719561,-73.650096,06/18/2023,171554,2023-06-18 00:17:40,,,,01/27/2021,J1772
ELEC,854ELLICOTT 134 HIGH ST 2,134 High St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.900864,-78.863776,06/18/2023,181844,2023-06-18 00:21:43,,,,01/27/2021,J1772
ELEC,TOM MEMORIAL PARK,4 Baldwin Ave,,Larchmont,NY,10538,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.935345,-73.760352,06/18/2023,145333,2023-06-18 00:15:41,,,,09/18/2019,J1772
ELEC,Champion Parking 90 LLC - Tesla Destination,60 E 90th St,,New York,NY,10028,,212-828-8282  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.783085,-73.956304,10/06/2022,115167,2023-01-18 15:15:20,P,,,12/28/2016,J1772 TESLA
ELEC,PPC STATION 1,Point Place Casino 450 St Route 31,,Bridgeport,NY,13030,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.153633,-75.965896,06/18/2023,180130,2023-06-18 00:10:43,,,,01/27/2021,J1772
ELEC,ABM Parking 475 Park Ave South LLC - Tesla Destination,104 E 32nd St,,New York,NY,10016,,877-727-5452  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.745603,-73.981850,10/06/2022,114995,2023-01-18 15:15:20,P,,,02/10/2017,TESLA
ELEC,BETHLEHEM EV ELM PARK PUBGW,261 Elm Ave,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.599942,-73.839959,06/18/2023,171219,2023-06-18 00:21:40,,,,01/09/2021,J1772
ELEC,Parkright 257 Gold Street - Tesla Destination,257 Gold St,,Brooklyn,NY,11201,,212-247-7303  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.696848,-73.983071,10/06/2022,114895,2023-01-18 15:15:20,P,,,11/13/2015,J1772 TESLA
ELEC,West Herr Nissan - Williamsville,8137 Main St,,Williamsville,NY,14221,,877-813-5387,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,GPS,42.962750,-78.691132,06/09/2020,44216,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,QUICKLEES22 DCFC1,5744 Co Rd 20,,Belmont,NY,14813,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.254369,-78.061025,06/18/2023,229204,2023-06-18 00:29:44,,,,09/24/2022,CHADEMO J1772COMBO
ELEC,ICE RINK TOWN HALL,4 High St,,Saugerties,NY,12477,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.081234,-73.958496,06/18/2023,166689,2023-06-18 00:19:50,,,,09/09/2020,J1772
ELEC,GGMC Parking Alfred - Tesla Destination,161 W 61st St,,New York,NY,10023,,212-397-8949  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.771555,-73.986428,10/06/2022,115027,2023-01-18 15:15:20,P,,,12/28/2016,J1772 TESLA
ELEC,EAST SYR CAMPUS TR5 NORTH,6304 Carrier Pkwy,,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.083343,-76.084695,06/18/2023,250563,2023-06-18 00:31:50,,,,01/12/2023,J1772
ELEC,Lake Taghkanic State Park,1528 State Route 82,,Ancram,NY,12502,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.090936,-73.720106,06/18/2023,231041,2023-06-18 01:24:41,,,,09/30/2022,J1772
ELEC,WHB LANDINGS STATION 4,3046 Mitchell Rd,,Westhampton Beach,NY,11978,,888-758-4389,E,,Public,Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 5:00pm; Sat 8:00am - 5:00pm; Sun 8:00am - 5:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.806446,-72.642414,06/18/2023,241249,2023-06-18 00:29:41,,,,01/06/2023,J1772
ELEC,ABM Parking 13 East 54th Street LLC - Tesla Destination,13-17 E 54th St,,New York,NY,10022,,212-308-3770  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.760648,-73.974193,10/06/2022,115010,2023-01-18 15:15:20,P,,,02/10/2017,TESLA
ELEC,TownePlace Suites by Marriott Syracuse Liverpool - Tesla Destination,8505 Carling Rd,,Liverpool,NY,13090,,315-715-3636  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.185600,-76.238800,10/06/2022,122486,2023-01-18 15:15:20,P,,,12/20/2018,J1772 TESLA
ELEC,Sylvan Parking - Pinnacle Garage,112-01 Queens Boulevard,,Forest Hills,NY,11375,,888-998-2546,E,,Public,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.718455,-73.836510,06/17/2023,255150,2023-06-17 23:58:57,,,,02/10/2023,J1772
ELEC,Crowne Plaza Suffern-Mahwah - Tesla Destination,3 Executive Blvd,,Suffern,NY,10901,,845-357-4800  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.118193,-74.114601,10/06/2022,115241,2023-01-18 15:15:20,P,,,04/01/2016,J1772 TESLA
ELEC,CVS Pharmacy,7568 N Broadway,,Red Hook,NY,12571,,877-455-3833,E,,Public,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.997812,-73.873310,06/17/2023,228547,2023-06-17 23:56:17,,,,03/07/2018,CHADEMO J1772COMBO
ELEC,New Age Hotrods,26 Garden St,,New York Mills,NY,13417,,844-623-1001,E,,Public,24 hours daily,A CREDIT D M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.104030,-75.294970,07/12/2022,223222,2023-02-14 15:54:11,P,,,11/23/2021,J1772
ELEC,COLE GROUP CEDAR PARK 3,2106 Massachusetts Ave,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741401,-73.670819,06/18/2023,236287,2023-06-18 00:30:34,,,,11/18/2022,J1772
ELEC,Quikpark 173 W 12th Street - Tesla Destination,173 W 12th St,,New York,NY,10011,,646-336-6225  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.737108,-74.000358,10/06/2022,115032,2023-01-18 15:15:20,P,,,07/17/2017,J1772 TESLA
ELEC,MHM WALL STREET 3,1 Wall St,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741650,-73.843350,06/18/2023,235732,2023-06-18 00:29:44,,,,11/05/2022,J1772
ELEC,POUGHEEPSIE EV POUGHKEEPSIE 3,197 main st,,Poughkeepsie,NY,12601,,888-758-4389,E,,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.704998,-73.931040,06/18/2023,183109,2023-06-18 00:15:14,,,,01/27/2021,J1772
ELEC,Buffalo State - Cleveland Hall,1300 Elmwood Ave,,Buffalo,NY,14222,,716-878-3041,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,42.932067,-78.881370,03/07/2022,104734,2023-02-14 15:54:11,P,,,02/01/2018,J1772
ELEC,COLACINO INUSTR COLACINO 1,126 Harrison St,,Newark,NY,14513,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.049100,-77.094025,06/18/2023,143218,2023-06-18 00:15:09,,,,08/15/2019,J1772
ELEC,ATRIUM EVCHARGE PARKPLAZA EV3,56 Clifton Country Rd,,Clifton park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.856365,-73.783200,06/18/2023,175311,2023-06-18 00:18:14,,,,01/27/2021,J1772
ELEC,33 Norman Ave,33 Norman Ave,,Brooklyn,NY,11222,,888-356-8911,E,,Public,24 hours daily,,,4,,,FLO,https://flo.ca/,GPS,40.724591,-73.954512,06/18/2023,195667,2023-06-18 01:02:25,,,,09/08/2021,J1772
ELEC,Towne Ford Lincoln,3535 Southwestern Blvd,,Orchard Park,NY,14075,,716-662-6500,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,GPS,42.786617,-78.761212,03/08/2023,63643,2023-03-08 17:16:33,P,,,01/01/2014,J1772
ELEC,799 SENECA STATION 14,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875099,-78.847289,06/18/2023,191253,2023-06-18 00:24:24,,,,06/19/2021,J1772
ELEC,CJ's Italian Restaurant,353 Old Post Rd,,Rhinebeck,NY,12572,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,4,,,AMPUP,https://ampup.io/,200-9,41.958748,-73.896322,10/11/2022,229919,2023-02-14 15:54:11,P,,,09/15/2022,J1772
ELEC,HUDSON PRESERVE BERYL WAY 5,136 Troy Schdy Rd,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.733020,-73.725890,06/18/2023,143920,2023-06-18 00:15:23,,,,08/21/2019,J1772
ELEC,SIENA COLLEGE SPORTS EVSE1,Turchi Rd.,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.717310,-73.749370,06/18/2023,194626,2023-06-18 00:24:49,,,,08/28/2021,J1772
ELEC,Plattsburgh City Marina,5 Dock St,,Plattsburgh,NY,12901,,518-561-2800,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,Non-Networked,,GPS,44.697280,-73.441681,10/11/2022,227685,2023-02-14 15:54:11,P,,,09/13/2022,J1772
ELEC,SP+ - 200 Chambers Street Garage,200 Chambers St,,New York,NY,10007,,888-998-2546,E,,Public,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.716300,-74.012580,06/17/2023,213516,2023-06-17 23:58:44,,,,04/06/2022,J1772
ELEC,Fisher Ave Parking Lot (Street),44 Crescent Pl,,Tuckahoe,NY,10707,,888-998-2546,E,,Public,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.958463,-73.819625,06/17/2023,250764,2023-06-17 23:58:45,,,,01/14/2023,J1772
ELEC,Pine Plains,2971 Church St.,,Pine Plains,NY,12567,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,41.979823,-73.656058,06/18/2023,123096,2023-06-18 01:23:59,,,,04/01/2019,J1772
ELEC,NATIONAL GRID CENTURY HOUSE,977 Loudon rd,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.771298,-73.752656,06/18/2023,222102,2023-06-18 00:11:45,,,,06/29/2022,J1772
ELEC,1-4 STATION 5,103 Broad St,,Waterford,NY,12188,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.791120,-73.679780,06/18/2023,238529,2023-06-18 00:31:55,,,,12/21/2022,J1772
ELEC,STPETERHOSPITAL EV STATION #4,315 S Manning Blvd,,Albany,NY,12208,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.654875,-73.802365,06/18/2023,212978,2023-06-18 00:28:03,,,,03/27/2022,J1772
ELEC,FISHKILL SUMONE,1 Summit Ct,,Fishkill,NY,12524,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.539801,-73.885734,06/18/2023,261050,2023-06-18 00:29:10,,,,05/19/2023,J1772
ELEC,HYUNDAI 1221 CHARGER 1,1221 E Jericho Turnpike,,Huntington,NY,11743,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.833279,-73.361741,06/18/2023,253702,2023-06-18 00:28:53,,,,02/08/2023,J1772
ELEC,MUNICIPAL EVSE PARK STREET 1,50-54 Park St,,Glens Falls,NY,12801,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.307910,-73.644584,06/18/2023,162345,2023-06-18 00:09:40,,,,06/12/2020,J1772
ELEC,Marriott Lake George,365 Canada St,,Lake George,NY,12845,,518-691-3119,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,LIVINGSTON,https://www.solution.energy,GPS,43.427358,-73.712852,07/14/2021,191108,2022-02-10 19:42:29,P,,,04/30/2021,J1772
ELEC,HTHCNY STATION 4,26 Corporate Dr,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.849283,-73.758677,06/18/2023,260022,2023-06-18 00:33:17,,,,04/28/2023,J1772
ELEC,CORP COMM 3 STATION 9 CC3,Teleport Dr/Corp Commons Bldg,,Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.604082,-74.179499,06/18/2023,252140,2023-06-18 00:21:17,,,,01/26/2023,J1772
ELEC,1741 RT 9 EV 1,1741 U.S. 9,,Clfton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.869263,-73.772810,06/18/2023,185427,2023-06-18 00:22:44,,,,02/27/2021,J1772
ELEC,SULLIVAN COUNTY SULLIVAN 1,14 Sturgis Rd,,Monticello,NY,12701,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.659580,-74.690820,06/18/2023,174492,2023-06-18 00:15:21,,,,01/27/2021,J1772
ELEC,CORP COMM 3 STATION 8 CC3,Teleport Dr/Corp Commons Bldg,,Staten Island,NY,10314,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.604324,-74.179675,06/18/2023,252136,2023-06-18 00:21:17,,,,01/26/2023,J1772
ELEC,Crossroads Ford,2351 Rte 9W,,Ravena,NY,12143,,518-756-4000,E,,Public - Call ahead,24 hours daily,A D Debit M V,,1,,,Non-Networked,,GPS,42.475667,-73.819166,10/11/2022,229077,2023-02-14 15:54:11,P,,,09/17/2022,J1772
ELEC,Old Westbury Golf and Country Club - Tesla Destination,270 Wheatley Road,,Old Westbury,NY,11568,,516-626-1810  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.802151,-73.601366,10/06/2022,168994,2023-01-18 15:15:20,P,,,12/16/2015,J1772 TESLA
ELEC,Tracey Road Equipment West,6803 Manlius Center Rd.,,East Syracuse,NY,13057,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy,GPS,41.502620,-76.048440,02/13/2023,252725,2023-02-14 15:54:11,P,,,01/10/2023,J1772
ELEC,LAZ Parking 136-20 38th Ave - Tesla Destination,136-20 38th Ave,,Flushing,NY,11354,,347-723-3375  877-798-3752,E,,Public,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.760965,-73.829807,10/06/2022,150579,2023-01-18 15:15:20,P,,,03/31/2019,TESLA
ELEC,U OF R AOC 3,10 Miracle Mile Dr,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.081550,-77.633417,06/18/2023,251966,2023-06-18 00:32:09,,,,01/25/2023,J1772
ELEC,Rapidpark 254 W 79th Street - Tesla Destination,254 W 79th St,,New York,NY,10024,,212-580-1876  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.784110,-73.980641,10/06/2022,115072,2023-01-18 15:15:20,P,,,06/13/2017,J1772 TESLA
ELEC,122 South Church St,122 South Church St,,Schenectady,NY,12305,,844-623-1001,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V,,6,,,LIVINGSTON,https://www.solution.energy,GPS,42.813770,-73.948000,12/13/2022,236640,2023-02-14 15:54:11,P,,,10/03/2022,J1772
ELEC,CPP CLUBHOUSE STATION 2,1 country pointe drive,,Plainview,NY,11803,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.776546,-73.449974,06/18/2023,216525,2023-06-18 00:14:45,,,,05/04/2022,J1772
ELEC,COLE GROUP BROOKVIEW 2,4 Brookview Ct,,Schenectady,NY,12306,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.804824,-74.000142,06/18/2023,237955,2023-06-18 00:31:37,,,,12/14/2022,J1772
ELEC,MOHAWK CHEVY MOHAWKCHEVY1,639 67,,Malta,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.968932,-73.811108,06/18/2023,217435,2023-06-18 00:28:20,,,,05/13/2022,J1772
ELEC,Mendon Public Library,22 North Main Street,,Honeoye Falls,NY,14472,,855-900-7584,E,,Public,24 hours daily,,,2,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,42.953986,-77.591468,06/18/2023,188116,2023-06-18 00:36:33,,,,04/29/2021,J1772
ELEC,Village of Homer,53 South Main St,,Homer,NY,13077,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,42.634612,-76.178778,06/18/2023,94843,2023-06-18 01:23:54,,,,09/13/2017,J1772
ELEC,24 STATE STREET SPIEGEL CENTER,35 Lincoln Ave,,Pittsford,NY,14534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.089355,-77.519620,06/18/2023,147217,2023-06-18 00:16:23,,,,10/25/2019,J1772
ELEC,MILTON NY STATION 4,503 Geyser Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.044755,-73.851189,06/18/2023,225381,2023-06-18 00:29:54,,,,08/11/2022,J1772
ELEC,Champion Parking 60 E 8th - Tesla Destination,60-68 E 8th St,,New York,NY,10003,,212-473-9061  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.730487,-73.993569,10/06/2022,115172,2023-01-18 15:15:20,P,,,05/21/2015,J1772 TESLA
ELEC,Parkit 310 E 11th Street - Tesla Destination,310 E 11th St,,New York,NY,10003,,212-475-5262  877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.730017,-73.985512,10/06/2022,115089,2023-01-18 15:15:20,P,,,12/27/2016,J1772 TESLA
ELEC,GARVEY SIDE 1,257 Dix Ave,,Queensbury,NY,12804,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.317271,-73.619615,06/18/2023,227127,2023-06-18 00:29:25,,,,09/03/2022,CHADEMO J1772COMBO
ELEC,The Lodge at Gore Mountain (Becks Tavern),881 Peaceful Valley,,North Creek,NY,12853,,866-816-7584,E,,Public,,,,2,,,EV Connect,http://evconnect.com/,GPS,43.686274,-73.991892,06/18/2023,154923,2023-06-18 01:24:05,,,,04/15/2019,J1772
ELEC,Mott Street Parking - Tesla Supercharger,106 Mott Street,,New York,NY,10013,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,2,,Tesla,https://www.tesla.com/supercharger,200-9,40.717522,-73.997302,10/03/2022,102334,2022-12-01 17:40:26,P,,,07/23/2018,TESLA
ELEC,LEVITON MELVILLE 2,201 N Service Rd,,Melville,NY,11747,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.783577,-73.419876,06/18/2023,183328,2023-06-18 00:17:59,,,,01/27/2021,J1772
ELEC,U OF R AOC 11,10 Miracle Mile Dr,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.081525,-77.633514,06/18/2023,251964,2023-06-18 00:32:09,,,,01/25/2023,J1772
ELEC,THE SAGAMORE SAGAMORE 1.4,433 Boathouse Ln,,Bolton,NY,12814,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.557040,-73.645096,06/18/2023,175036,2023-06-18 00:17:42,,,,01/27/2021,J1772
ELEC,Adirondack Mountain Club - Tesla Destination,814 Goggins Rd,,Lake George,NY,12845,,518-668-4447  877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.400669,-73.715961,10/06/2022,114964,2023-01-18 15:15:20,P,,,07/25/2018,J1772 TESLA
